"LINE_NO","GMT_DATE","GMT_TIME","LMT_DATE","LMT_TIME","ECEF_X","ECEF_Y","ECEF_Z","LATITUDE","LONGITUDE","HEIGHT","DOP","NAV","VALIDATED","SATS_USED","CH1_SATID","CH1_C.N","CH2_SATID","CH2_C.N","CH3_SATID","CH3_C.N","CH4_SATID","CH4_C.N","CH5_SATID","CH5_C.N","CH6_SATID","CH6_C.N","CH7_SATID","CH7_C.N","CH8_SATID","CH8_C.N","CH9_SATID","CH9_C.N","CH10_SATID","CH10_C.N","CH11_SATID","CH11_C.N","CH12_SATID","CH12_C.N","MAIN_VOL","BU_VOL","TEMP","REMARKS","ID","StStatus","POSTime","Name","Stock.Dens"
84,"2020-10-16","09:00:30","2020-10-16","09:00:30",-864022,-5619702,2880809,27.0255704,-98.7407088,152.37,2.6,"3D","Yes",7,2,38,6,38,13,32,17,35,19,29,28,38,30,35,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_009","before","2020-10-16 09:00:30","Guadalupe",0
85,"2020-10-16","12:00:53","2020-10-16","12:00:53",-864011,-5619706,2880789,27.0254002,-98.7405931,145.31,2,"3D","Yes",7,2,38,5,32,6,38,12,35,17,32,19,35,24,29,0,0,0,0,0,0,0,0,0,0,3.56,3.62,25,NA,"F20_009","before","2020-10-16 12:00:53","Guadalupe",0
86,"2020-10-16","15:00:30","2020-10-16","15:00:30",-864041,-5619939,2880351,27.0209159,-98.7405351,155.52,2.4,"3D","Yes",5,2,29,5,29,12,35,18,29,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,24,NA,"F20_009","before","2020-10-16 15:00:30","Guadalupe",0
87,"2020-10-16","18:00:47","2020-10-16","18:00:47",-863984,-5619936,2880362,27.0210521,-98.739972,150.16,4,"3D","Yes",5,10,38,15,32,20,38,23,38,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.58,28,NA,"F20_009","before","2020-10-16 18:00:47","Guadalupe",0
88,"2020-10-16","21:00:54","2020-10-16","21:00:54",-863887,-5619858,2880538,27.0228435,-98.7391254,148.31,3,"3D","Yes",6,10,38,11,32,20,29,21,32,23,29,31,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,26,NA,"F20_009","before","2020-10-16 21:00:54","Guadalupe",0
89,"2020-10-17","00:00:29","2020-10-17","00:00:29",-863882,-5619617,2881004,27.0275698,-98.7394445,147.19,2.4,"3D","Yes",5,16,35,21,29,22,38,26,38,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,23,NA,"F20_009","before","2020-10-17 00:00:29","Guadalupe",0
90,"2020-10-17","03:00:47","2020-10-17","03:00:47",-863985,-5619616,2880986,27.0273649,-98.740472,152.07,2.8,"3D","Yes",6,4,35,7,35,9,41,16,29,27,29,30,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,25,NA,"F20_009","before","2020-10-17 03:00:47","Guadalupe",0
91,"2020-10-17","06:00:47","2020-10-17","06:00:47",-863975,-5619631,2880961,27.0271094,-98.7403494,152.56,2.8,"3D","Yes",8,1,38,7,35,8,32,11,35,13,32,21,32,28,38,30,38,0,0,0,0,0,0,0,0,3.56,3.64,26,NA,"F20_009","before","2020-10-17 06:00:47","Guadalupe",0
92,"2020-10-17","09:00:49","2020-10-17","09:00:49",-864054,-5619587,2881025,27.027753,-98.7412037,153.6,2.8,"3D","Yes",6,2,35,6,35,13,29,19,32,28,29,30,32,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,23,NA,"F20_009","before","2020-10-17 09:00:49","Desiderio",0
93,"2020-10-17","12:00:30","2020-10-17","12:00:30",-863975,-5619612,2880989,27.0274115,-98.7403785,148.56,2,"3D","Yes",7,2,35,5,38,6,29,12,38,19,32,25,32,29,29,0,0,0,0,0,0,0,0,0,0,3.58,3.64,28,NA,"F20_009","before","2020-10-17 12:00:30","Guadalupe",0
94,"2020-10-17","15:00:23","2020-10-17","15:00:23",-863285,-5619643,2881135,27.0288894,-98.7334584,148.83,4,"3D","Yes",5,2,35,5,32,12,29,25,29,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,27,NA,"F20_009","before","2020-10-17 15:00:23","San Rafael",0
95,"2020-10-17","18:00:29","2020-10-17","18:00:29",-863105,-5619697,2881091,27.0284288,-98.7315829,152.04,3.2,"3D","Yes",4,10,29,18,35,24,35,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.66,36,NA,"F20_009","before","2020-10-17 18:00:29",NA,0
96,"2020-10-17","21:00:48","2020-10-17","21:00:48",-863357,-5619663,2881071,27.028249,-98.7341449,147.1,2,"3D","Yes",7,1,29,10,38,12,35,20,35,22,35,23,35,25,32,0,0,0,0,0,0,0,0,0,0,3.58,3.66,36,NA,"F20_009","before","2020-10-17 21:00:48",NA,0
97,"2020-10-18","00:00:30","2020-10-18","00:00:30",-863638,-5619633,2881041,27.0279544,-98.7369897,145.07,2,"3D","Yes",5,1,29,16,35,22,32,26,38,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,29,NA,"F20_009","before","2020-10-18 00:00:30",NA,0
98,"2020-10-18","03:00:51","2020-10-18","03:00:51",-863918,-5619617,2881003,27.0275393,-98.7398031,151.6,1.8,"3D","Yes",8,3,32,4,35,7,29,8,38,9,32,11,35,16,35,27,35,0,0,0,0,0,0,0,0,3.56,3.64,28,NA,"F20_009","before","2020-10-18 03:00:51","Guadalupe",0
99,"2020-10-18","06:00:30","2020-10-18","06:00:30",-863765,-5619654,2880965,27.0271792,-98.7382225,146.21,2.6,"3D","Yes",6,1,35,7,35,9,32,11,35,17,38,21,29,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.62,28,NA,"F20_009","before","2020-10-18 06:00:30","Guadalupe",0
100,"2020-10-18","09:00:33","2020-10-18","09:00:33",-863758,-5619668,2880947,27.0269821,-98.7381314,149.41,2.6,"3D","Yes",5,2,38,6,38,17,29,24,29,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.66,29,NA,"F20_009","before","2020-10-18 09:00:33","Guadalupe",0
101,"2020-10-18","12:00:29","2020-10-18","12:00:29",-863757,-5619649,2880988,27.0273893,-98.7381505,151.17,2.2,"3D","Yes",5,2,35,5,38,6,32,19,32,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,29,NA,"F20_009","before","2020-10-18 12:00:29","Guadalupe",0
102,"2020-10-18","15:01:00","2020-10-18","15:01:00",-863411,-5619608,2881157,27.0291296,-98.734767,145.06,2.4,"3D","Yes",5,5,29,12,29,13,35,15,35,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.66,33,NA,"F20_009","before","2020-10-18 15:01:00","San Rafael",0
103,"2020-10-18","18:00:54","2020-10-18","18:00:54",-863443,-5619606,2881155,27.0291017,-98.7350888,146.72,2.8,"3D","Yes",6,10,32,15,29,20,29,23,29,24,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,37,NA,"F20_009","before","2020-10-18 18:00:54","San Rafael",0
104,"2020-10-18","21:01:00","2020-10-18","21:01:00",-863410,-5619608,2881161,27.0291624,-98.734757,146.74,2.8,"3D","Yes",6,10,38,11,29,20,35,21,29,23,35,25,32,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.66,39,NA,"F20_009","before","2020-10-18 21:01:00","San Rafael",0
105,"2020-10-19","00:01:18","2020-10-19","00:01:18",-863619,-5619700,2880918,27.0267058,-98.7366979,145.59,2.2,"3D","Yes",6,1,38,3,29,16,38,22,32,26,35,31,32,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,32,NA,"F20_009","before","2020-10-19 00:01:18","Guadalupe",0
106,"2020-10-19","03:00:54","2020-10-19","03:00:54",-863821,-5619576,2881102,27.0285618,-98.7388997,147.37,1.8,"3D","Yes",8,3,29,4,32,7,32,8,32,9,32,11,29,16,32,27,35,0,0,0,0,0,0,0,0,3.58,3.64,30,NA,"F20_009","before","2020-10-19 03:00:54",NA,0
107,"2020-10-19","06:00:30","2020-10-19","06:00:30",-863761,-5619594,2881091,27.0284378,-98.7382746,150.1,3.6,"3D","Yes",5,1,38,7,35,9,32,11,38,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,28,NA,"F20_009","before","2020-10-19 06:00:30",NA,0
108,"2020-10-19","09:00:29","2020-10-19","09:00:29",-863765,-5619592,2881093,27.0284595,-98.7383175,149.78,2.4,"3D","Yes",5,2,35,6,38,17,29,24,35,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.66,30,NA,"F20_009","before","2020-10-19 09:00:29",NA,0
109,"2020-10-19","12:00:30","2020-10-19","12:00:30",-863767,-5619597,2881078,27.0283174,-98.7383297,147.64,2.4,"3D","Yes",5,2,35,6,32,12,38,24,29,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.66,30,NA,"F20_009","before","2020-10-19 12:00:30",NA,0
110,"2020-10-19","15:00:46","2020-10-19","15:00:46",-863786,-5619605,2881067,27.0281847,-98.7385067,152.26,2,"3D","Yes",8,5,35,10,32,13,35,15,38,20,29,23,32,25,35,29,29,0,0,0,0,0,0,0,0,3.56,3.6,35,NA,"F20_009","before","2020-10-19 15:00:46",NA,0
111,"2020-10-19","18:00:54","2020-10-19","18:00:54",-863869,-5619613,2881012,27.0276584,-98.7393212,145.54,3,"3D","Yes",6,10,29,18,32,20,29,23,29,24,32,27,29,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.66,37,NA,"F20_009","before","2020-10-19 18:00:54","Guadalupe",0
112,"2020-10-19","21:00:48","2020-10-19","21:00:48",-863804,-5619688,2880896,27.0264624,-98.7385589,150.07,2.2,"3D","Yes",7,10,38,12,32,20,32,21,32,23,35,25,32,31,35,0,0,0,0,0,0,0,0,0,0,3.58,3.66,37,NA,"F20_009","before","2020-10-19 21:00:48","Guadalupe",0
113,"2020-10-20","00:00:30","2020-10-20","00:00:30",-863707,-5619648,2880996,27.0274888,-98.737654,147.16,3.2,"3D","Yes",5,3,32,16,29,22,32,26,38,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.62,32,NA,"F20_009","before","2020-10-20 00:00:30","Guadalupe",0
114,"2020-10-20","03:00:30","2020-10-20","03:00:30",-863878,-5619691,2880854,27.0260664,-98.7392914,143.64,2.6,"3D","Yes",6,3,32,4,35,8,38,11,35,16,32,27,38,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,31,NA,"F20_009","before","2020-10-20 03:00:30","Guadalupe",0
115,"2020-10-20","06:00:29","2020-10-20","06:00:29",-863863,-5619692,2880878,27.0262647,-98.7391405,153.39,1.8,"3D","Yes",7,1,38,7,38,8,32,9,35,11,38,28,32,30,38,0,0,0,0,0,0,0,0,0,0,3.58,3.64,30,NA,"F20_009","before","2020-10-20 06:00:29","Guadalupe",0
116,"2020-10-20","09:01:00","2020-10-20","09:01:00",-863817,-5619686,2880900,27.0264945,-98.7386915,151.88,2.6,"3D","Yes",5,6,38,19,32,24,29,28,38,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.62,30,NA,"F20_009","before","2020-10-20 09:01:00","Guadalupe",0
117,"2020-10-20","12:00:30","2020-10-20","12:00:30",-863715,-5619663,2880966,27.0271819,-98.7377108,147.82,1.8,"3D","Yes",6,6,32,12,35,19,29,24,29,25,35,29,32,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,28,NA,"F20_009","before","2020-10-20 12:00:30","Guadalupe",0
118,"2020-10-20","15:00:54","2020-10-20","15:00:54",-863437,-5619579,2881215,27.0296973,-98.7350703,149.4,1.8,"3D","Yes",9,2,29,5,29,12,29,13,29,15,29,20,32,23,29,25,32,29,29,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_009","before","2020-10-20 15:00:54","San Rafael",0
119,"2020-10-20","18:01:00","2020-10-20","18:01:00",-863443,-5619610,2881156,27.0290936,-98.7350826,150.69,9.6,"3D","Yes",5,10,32,18,29,20,32,23,29,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.66,37,NA,"F20_009","before","2020-10-20 18:01:00","San Rafael",0
120,"2020-10-20","21:00:29","2020-10-20","21:00:29",-863425,-5619614,2881144,27.0289921,-98.7348972,146.33,5,"3D","Yes",4,10,38,20,29,21,32,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.66,38,NA,"F20_009","before","2020-10-20 21:00:29","San Rafael",0
121,"2020-10-21","00:00:43","2020-10-21","00:00:43",-863372,-5619620,2881133,27.0289124,-98.7343601,139.44,3.4,"3D","Yes",5,3,35,4,29,16,35,21,29,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,30,NA,"F20_009","before","2020-10-21 00:00:43","San Rafael",0
122,"2020-10-21","03:00:30","2020-10-21","03:00:30",-863863,-5619590,2881063,27.0281654,-98.7392966,147.65,2,"3D","Yes",5,3,35,4,32,7,41,9,35,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,28,NA,"F20_009","before","2020-10-21 03:00:30","Guadalupe",0
123,"2020-10-21","06:00:48","2020-10-21","06:00:48",-863920,-5619644,2880952,27.0270186,-98.7397817,152.47,2,"3D","Yes",5,7,29,9,29,21,32,28,35,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,28,NA,"F20_009","before","2020-10-21 06:00:48","Guadalupe",0
124,"2020-10-21","09:00:29","2020-10-21","09:00:29",-863916,-5619657,2880931,27.0267996,-98.7397219,153.83,2.2,"3D","Yes",7,2,35,6,35,17,35,19,35,24,38,28,32,30,29,0,0,0,0,0,0,0,0,0,0,3.58,3.64,29,NA,"F20_009","before","2020-10-21 09:00:29","Guadalupe",0
125,"2020-10-21","12:00:47","2020-10-21","12:00:47",-863969,-5619647,2880918,27.0267026,-98.7402652,146.3,1.8,"3D","Yes",7,2,35,5,35,6,32,12,35,17,29,25,35,29,29,0,0,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_009","before","2020-10-21 12:00:47","Guadalupe",0
126,"2020-10-21","15:00:22","2020-10-21","15:00:22",-863828,-5619639,2880978,27.0273052,-98.738873,147.43,2.4,"3D","Yes",6,2,29,5,35,12,29,20,35,25,29,29,32,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.66,34,NA,"F20_009","before","2020-10-21 15:00:22","Guadalupe",0
127,"2020-10-21","18:00:54","2020-10-21","18:00:54",-863707,-5619639,2881018,27.0277022,-98.7376678,149.23,2.6,"3D","Yes",6,10,29,18,38,20,35,23,35,24,35,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,36,NA,"F20_009","before","2020-10-21 18:00:54","Guadalupe",0
128,"2020-10-21","21:00:30","2020-10-21","21:00:30",-863622,-5619799,2880743,27.0248958,-98.7365763,153.65,3.8,"3D","Yes",5,1,35,10,29,11,29,20,32,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.66,37,NA,"F20_009","before","2020-10-21 21:00:30","Guadalupe",0
129,"2020-10-22","00:00:29","2020-10-22","00:00:29",-863845,-5619571,2881095,27.0285108,-98.7391464,143.03,3,"3D","Yes",5,1,35,3,29,22,38,26,32,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.62,31,NA,"F20_009","before","2020-10-22 00:00:29","Guadalupe",0
130,"2020-10-22","03:00:30","2020-10-22","03:00:30",-863854,-5619571,2881104,27.0285776,-98.7392361,148.34,2.2,"3D","Yes",5,3,35,7,32,9,38,16,32,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,28,NA,"F20_009","before","2020-10-22 03:00:30","Guadalupe",0
131,"2020-10-22","06:00:47","2020-10-22","06:00:47",-863994,-5619594,2881025,27.027762,-98.7405953,151.64,1.8,"3D","Yes",8,1,29,11,32,13,38,17,38,19,32,21,29,28,38,30,35,0,0,0,0,0,0,0,0,3.58,3.64,29,NA,"F20_009","before","2020-10-22 06:00:47","Guadalupe",0
132,"2020-10-22","09:00:35","2020-10-22","09:00:35",-863995,-5619630,2880944,27.0269643,-98.7405502,146.66,2.2,"3D","Yes",7,2,38,6,38,13,29,17,29,19,32,28,32,30,29,0,0,0,0,0,0,0,0,0,0,3.58,3.64,28,NA,"F20_009","before","2020-10-22 09:00:35","Guadalupe",0
133,"2020-10-22","12:01:42","2020-10-22","12:01:42",-864052,-5619626,2880950,27.0269932,-98.741124,153.58,3.4,"3D","Yes",5,2,32,5,32,12,38,19,29,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_009","before","2020-10-22 12:01:42","Guadalupe",0
134,"2020-10-22","15:00:21","2020-10-22","15:00:21",-863300,-5619677,2881080,27.0283001,-98.7335558,155.8,2,"3D","Yes",6,2,35,5,38,13,41,18,35,25,29,29,32,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.66,36,NA,"F20_009","before","2020-10-22 15:00:21",NA,0
135,"2020-10-22","18:00:48","2020-10-22","18:00:48",-863360,-5619656,2881098,27.0284925,-98.7341855,153.61,4.4,"3D","Yes",5,10,29,18,35,20,38,23,38,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,35,NA,"F20_009","before","2020-10-22 18:00:48",NA,0
136,"2020-10-22","21:00:30","2020-10-22","21:00:30",-863442,-5619674,2881016,27.0277093,-98.7349747,143.29,3.4,"3D","Yes",6,10,41,12,35,20,35,23,35,25,35,31,29,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.66,40,NA,"F20_009","before","2020-10-22 21:00:30","Guadalupe",0
137,"2020-10-23","00:00:47","2020-10-23","00:00:47",-863645,-5619640,2881029,27.0278252,-98.7370487,146.72,2.4,"3D","Yes",6,3,35,4,29,16,35,22,38,26,38,31,32,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,31,NA,"F20_009","before","2020-10-23 00:00:47","Guadalupe",0
138,"2020-10-23","03:00:48","2020-10-23","03:00:48",-863894,-5619583,2881065,27.0281905,-98.7396161,146.6,1.6,"3D","Yes",7,3,29,4,32,7,38,8,35,9,41,16,35,27,38,0,0,0,0,0,0,0,0,0,0,3.58,3.64,28,NA,"F20_009","before","2020-10-23 03:00:48","Guadalupe",0
139,"2020-10-23","06:00:29","2020-10-23","06:00:29",-864005,-5619666,2880871,27.0262253,-98.7405946,146.54,1.4,"3D","Yes",10,1,35,7,38,8,32,9,35,11,35,13,29,17,29,21,29,28,29,30,38,0,0,0,0,3.58,3.64,30,NA,"F20_009","before","2020-10-23 06:00:29","Guadalupe",0
140,"2020-10-23","09:00:30","2020-10-23","09:00:30",-863916,-5619668,2880896,27.0264736,-98.7397051,147.61,2.4,"3D","Yes",6,6,35,17,29,19,29,24,35,28,29,30,29,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.64,30,NA,"F20_009","before","2020-10-23 09:00:30","Guadalupe",0
141,"2020-10-23","12:00:29","2020-10-23","12:00:29",-863866,-5619685,2880879,27.0262992,-98.7391811,148.09,2,"3D","Yes",6,2,35,5,38,6,32,12,32,19,35,24,35,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,31,NA,"F20_009","before","2020-10-23 12:00:29","Guadalupe",0
142,"2020-10-23","15:00:59","2020-10-23","15:00:59",-864025,-5619596,2881014,27.0276462,-98.740901,152.6,5.6,"3D","Yes",5,2,38,5,29,13,38,15,38,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_009","before","2020-10-23 15:00:59","Guadalupe",0
143,"2020-10-23","18:00:22","2020-10-23","18:00:22",-863870,-5619617,2881013,27.0276496,-98.739325,149.65,1.8,"3D","Yes",7,10,35,15,35,18,32,20,35,23,35,24,32,29,29,0,0,0,0,0,0,0,0,0,0,3.58,3.66,37,NA,"F20_009","before","2020-10-23 18:00:22","Guadalupe",0
144,"2020-10-23","21:00:30","2020-10-23","21:00:30",-863918,-5619644,2880956,27.027052,-98.7397618,154.02,2.6,"3D","Yes",6,10,32,20,29,21,29,23,29,25,35,31,38,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.66,38,NA,"F20_009","before","2020-10-23 21:00:30","Guadalupe",0
145,"2020-10-24","00:00:49","2020-10-24","00:00:49",-863862,-5619574,2881113,27.0286328,-98.7393112,156.15,3,"3D","Yes",5,3,32,4,32,9,32,16,32,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,32,NA,"F20_009","before","2020-10-24 00:00:49","Guadalupe",0
146,"2020-10-24","03:00:54","2020-10-24","03:00:54",-863309,-5619684,2881046,27.0279928,-98.7336347,147.73,1.6,"3D","Yes",7,3,29,4,35,7,32,8,35,9,38,16,29,30,29,0,0,0,0,0,0,0,0,0,0,3.58,3.64,29,NA,"F20_009","before","2020-10-24 03:00:54",NA,0
147,"2020-10-24","06:00:30","2020-10-24","06:00:30",-863650,-5619618,2881072,27.0282569,-98.7371322,147.57,2.8,"3D","Yes",5,1,38,7,38,9,38,28,35,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,26,NA,"F20_009","before","2020-10-24 06:00:30",NA,0
148,"2020-10-24","09:00:48","2020-10-24","09:00:48",-863608,-5619606,2881100,27.0285568,-98.7367322,144.05,1.6,"3D","Yes",7,2,29,6,35,12,29,17,38,19,38,28,38,30,35,0,0,0,0,0,0,0,0,0,0,3.56,3.64,27,NA,"F20_009","before","2020-10-24 09:00:48",NA,0
149,"2020-10-24","12:00:08","2020-10-24","12:00:08",-863730,-5619594,2881097,27.0285053,-98.7379658,148.63,3.8,"3D","Yes",5,2,29,6,29,12,35,13,35,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,28,NA,"F20_009","before","2020-10-24 12:00:08",NA,0
150,"2020-10-24","15:00:54","2020-10-24","15:00:54",-863480,-5619651,2881063,27.0281567,-98.7353884,149.54,2,"3D","Yes",7,2,29,5,35,13,35,15,38,18,32,26,29,29,38,0,0,0,0,0,0,0,0,0,0,3.54,3.64,27,NA,"F20_009","before","2020-10-24 15:00:54",NA,0
151,"2020-10-24","18:01:00","2020-10-24","18:01:00",-863915,-5619570,2881107,27.0285677,-98.7398452,157.08,6.2,"3D","Yes",5,8,32,10,41,20,35,23,32,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,32,NA,"F20_009","before","2020-10-24 18:01:00","Guadalupe",0
152,"2020-10-24","21:00:48","2020-10-24","21:00:48",-864021,-5619590,2881029,27.0277936,-98.7408704,153.59,1.8,"3D","Yes",8,1,29,10,32,20,29,21,38,22,32,23,29,26,32,31,35,0,0,0,0,0,0,0,0,3.58,3.66,34,NA,"F20_009","before","2020-10-24 21:00:48","Guadalupe",0
153,"2020-10-25","00:00:30","2020-10-25","00:00:30",-863834,-5619565,2881121,27.028751,-98.7390461,148.07,2,"3D","Yes",6,1,29,3,32,4,35,22,29,26,35,31,32,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,29,NA,"F20_009","before","2020-10-25 00:00:30","Guadalupe",0
154,"2020-10-25","03:00:54","2020-10-25","03:00:54",-863793,-5619592,2881084,27.0283697,-98.7385964,149.48,1.6,"3D","Yes",9,3,29,4,35,7,32,8,38,9,38,11,35,16,35,21,29,27,38,0,0,0,0,0,0,3.56,3.64,28,NA,"F20_009","before","2020-10-25 03:00:54",NA,0
155,"2020-10-25","06:00:30","2020-10-25","06:00:30",-863845,-5619585,2881080,27.0283335,-98.739125,148.54,2.2,"3D","Yes",6,7,29,9,32,11,29,17,35,21,29,30,35,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,24,NA,"F20_009","before","2020-10-25 06:00:30","Guadalupe",0
156,"2020-10-25","09:00:29","2020-10-25","09:00:29",-863924,-5619639,2880955,27.0270605,-98.7398292,149.97,1.8,"3D","Yes",6,2,35,6,38,12,29,17,35,24,35,30,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.62,27,NA,"F20_009","before","2020-10-25 09:00:29","Guadalupe",0
157,"2020-10-25","12:00:30","2020-10-25","12:00:30",-863934,-5619616,2880957,27.0271636,-98.739964,131.99,2.4,"3D","Yes",6,2,38,6,35,12,35,17,35,19,35,24,29,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,28,NA,"F20_009","before","2020-10-25 12:00:30","Guadalupe",0
158,"2020-10-25","15:00:54","2020-10-25","15:00:54",-863303,-5619644,2881137,27.0288902,-98.7336361,153.06,3.6,"3D","Yes",5,2,29,13,35,15,38,18,38,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,29,NA,"F20_009","before","2020-10-25 15:00:54","San Rafael",0
159,"2020-10-25","18:00:47","2020-10-25","18:00:47",-863820,-5619585,2881090,27.0284295,-98.738876,149.7,3.6,"3D","Yes",6,10,32,15,38,18,35,20,32,23,35,24,38,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,37,NA,"F20_009","before","2020-10-25 18:00:47",NA,0
160,"2020-10-25","21:00:30","2020-10-25","21:00:30",-863972,-5619567,2881103,27.0285122,-98.7404175,160.33,3.4,"3D","Yes",5,10,32,20,29,23,32,26,32,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.64,36,NA,"F20_009","before","2020-10-25 21:00:30","Desiderio",0
161,"2020-10-26","00:00:29","2020-10-26","00:00:29",-864030,-5619623,2880955,27.0270593,-98.7409095,150.24,3,"3D","Yes",4,3,38,16,35,26,38,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.64,32,NA,"F20_009","before","2020-10-26 00:00:29","Guadalupe",0
162,"2020-10-26","03:00:22","2020-10-26","03:00:22",-863965,-5619778,2880674,27.0242125,-98.7400247,150.22,2,"3D","Yes",6,3,29,7,38,9,38,16,32,27,35,28,32,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.66,31,NA,"F20_009","before","2020-10-26 03:00:22","Guadalupe",0
163,"2020-10-26","06:00:29","2020-10-26","06:00:29",-864015,-5619614,2880977,27.027282,-98.7407739,150.28,2,"3D","Yes",7,1,35,7,38,9,29,11,35,17,35,28,29,30,38,0,0,0,0,0,0,0,0,0,0,3.58,3.64,30,NA,"F20_009","before","2020-10-26 06:00:29","Guadalupe",0
164,"2020-10-26","09:00:54","2020-10-26","09:00:54",-864042,-5619554,2881087,27.0283927,-98.7411347,151.09,2.2,"3D","Yes",6,2,32,3,35,6,32,12,29,17,32,28,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_009","before","2020-10-26 09:00:54","Desiderio",0
165,"2020-10-26","12:01:17","2020-10-26","12:01:17",-864057,-5619538,2881112,27.0286492,-98.7413086,150.4,2.2,"3D","Yes",7,2,35,5,32,6,29,12,35,19,29,25,35,29,35,0,0,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_009","before","2020-10-26 12:01:17","Desiderio",0
166,"2020-10-26","15:00:35","2020-10-26","15:00:35",-863812,-5619605,2881059,27.0281042,-98.7387657,152.14,2.6,"3D","Yes",5,2,32,5,29,13,35,25,35,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_009","before","2020-10-26 15:00:35",NA,0
167,"2020-10-26","18:00:47","2020-10-26","18:00:47",-863912,-5619627,2880980,27.0273176,-98.739728,149.15,2.6,"3D","Yes",5,8,29,10,29,15,29,18,32,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,37,NA,"F20_009","before","2020-10-26 18:00:47","Guadalupe",0
