"LINE_NO","GMT_DATE","GMT_TIME","LMT_DATE","LMT_TIME","ECEF_X","ECEF_Y","ECEF_Z","LATITUDE","LONGITUDE","HEIGHT","DOP","NAV","VALIDATED","SATS_USED","CH1_SATID","CH1_C.N","CH2_SATID","CH2_C.N","CH3_SATID","CH3_C.N","CH4_SATID","CH4_C.N","CH5_SATID","CH5_C.N","CH6_SATID","CH6_C.N","CH7_SATID","CH7_C.N","CH8_SATID","CH8_C.N","CH9_SATID","CH9_C.N","CH10_SATID","CH10_C.N","CH11_SATID","CH11_C.N","CH12_SATID","CH12_C.N","MAIN_VOL","BU_VOL","TEMP","REMARKS","ID","StStatus","POSTime","Name","Stock.Dens"
5959,"2020-10-30","18:00:23","2020-10-30","18:00:23",-866097,-5619316,2880962,27.02707,-98.76197,163.27,2.4,"3D","Yes",5,10,38,15,29,18,29,20,32,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_015","before","2020-10-30 18:00:23","Desiderio",0
5960,"2020-10-30","21:00:48","2020-10-30","21:00:48",-866125,-5619304,2880964,27.02712,-98.76226,157.42,2.8,"3D","Yes",6,10,41,20,32,21,32,23,35,25,35,26,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.66,34,NA,"F20_015","before","2020-10-30 21:00:48","Desiderio",0
5961,"2020-10-31","00:00:30","2020-10-31","00:00:30",-866063,-5619227,2881141,27.02889,-98.76177,161.65,4,"3D","Yes",5,3,38,16,35,22,38,26,38,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,24,NA,"F20_015","before","2020-10-31 00:00:30","Desiderio",0
5962,"2020-10-31","03:00:29","2020-10-31","03:00:29",-866047,-5619289,2881031,27.02777,-98.76151,164.07,2.6,"3D","Yes",5,4,35,7,38,8,35,16,32,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,19,NA,"F20_015","before","2020-10-31 03:00:29","Desiderio",0
5963,"2020-10-31","06:00:29","2020-10-31","06:00:29",-865944,-5619287,2881020,27.02775,-98.76049,143.34,4,"3D","Yes",5,7,38,11,38,17,35,28,35,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,18,NA,"F20_015","before","2020-10-31 06:00:29","Desiderio",0
5964,"2020-10-31","09:00:49","2020-10-31","09:00:49",-865890,-5619287,2881070,27.02819,-98.75995,158.73,1.8,"3D","Yes",7,2,35,5,29,6,32,12,29,17,35,19,32,28,29,0,0,0,0,0,0,0,0,0,0,3.52,3.62,28,NA,"F20_015","before","2020-10-31 09:00:49","Desiderio",0
5965,"2020-10-31","12:00:30","2020-10-31","12:00:30",-865893,-5619288,2881074,27.02821,-98.75998,161.84,2.4,"3D","Yes",6,2,32,5,35,6,29,12,38,19,29,25,35,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,19,NA,"F20_015","before","2020-10-31 12:00:30","Desiderio",0
5966,"2020-10-31","15:00:22","2020-10-31","15:00:22",-866199,-5619041,2881460,27.03212,-98.76341,161.33,1.4,"3D","Yes",7,5,32,13,38,15,38,16,29,18,38,25,29,29,38,0,0,0,0,0,0,0,0,0,0,3.54,3.64,29,NA,"F20_015","before","2020-10-31 15:00:22","Desiderio",0
5967,"2020-10-31","18:00:54","2020-10-31","18:00:54",-866156,-5619046,2881462,27.03215,-98.76297,160.8,2,"3D","Yes",8,8,29,10,35,18,35,20,35,21,29,23,32,24,38,27,32,0,0,0,0,0,0,0,0,3.56,3.66,36,NA,"F20_015","before","2020-10-31 18:00:54","Desiderio",0
5968,"2020-10-31","21:00:43","2020-10-31","21:00:43",-865931,-5619073,2881468,27.03223,-98.76069,156.77,1.4,"3D","Yes",10,1,35,3,35,10,38,11,29,21,41,22,38,23,38,25,29,26,35,31,32,0,0,0,0,3.58,3.66,37,NA,"F20_015","before","2020-10-31 21:00:43",NA,0
5969,"2020-11-01","00:00:49","2020-11-01","00:00:49",-866026,-5619065,2881456,27.0321,-98.76165,157.16,2.6,"3D","Yes",7,3,38,4,35,7,38,9,35,16,32,22,35,26,38,0,0,0,0,0,0,0,0,0,0,3.54,3.64,26,NA,"F20_015","before","2020-11-01 00:00:49",NA,0
5970,"2020-11-01","03:00:19","2020-11-01","03:00:19",-865952,-5619019,2881570,27.03325,-98.76098,158.44,1.6,"3D","Yes",9,1,29,4,35,7,38,8,29,9,38,11,35,16,29,21,32,30,38,0,0,0,0,0,0,3.56,3.64,22,NA,"F20_015","before","2020-11-01 03:00:19","Coloraditas",0
5971,"2020-11-01","06:00:29","2020-11-01","06:00:29",-865910,-5619021,2881556,27.03316,-98.76056,148.14,3.4,"3D","Yes",6,1,32,7,32,17,38,19,32,28,38,30,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,21,NA,"F20_015","before","2020-11-01 06:00:29","Coloraditas",0
5972,"2020-11-01","09:00:29","2020-11-01","09:00:29",-865983,-5618972,2881658,27.03413,-98.76136,161.27,2.4,"3D","Yes",6,2,41,6,38,12,35,17,35,19,32,28,35,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,21,NA,"F20_015","before","2020-11-01 09:00:29","Coloraditas",0
5973,"2020-11-01","12:00:30","2020-11-01","12:00:30",-865971,-5619020,2881566,27.0332,-98.76117,160.08,1.8,"3D","Yes",8,2,32,5,35,6,29,12,38,13,38,15,35,19,29,25,38,0,0,0,0,0,0,0,0,3.56,3.64,23,NA,"F20_015","before","2020-11-01 12:00:30","Coloraditas",0
